Altium Designer Pick and Place Locations
C:\Users\dparker\OneDrive - Imperial College London\Desktop\DUNE-Variant-AMC-FMC-Carrier-AFC\manufacturing\Pick Place\PnP_AFC_v4.0.2_DUNE.csv

========================================================================================================================
File Design Information:

Date:       05/08/26
Time:       15:26
Revision:   ca124e2ca1e83640e976a10fcd212f5c413419b6
Variant:    DUNE
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"FB30","220R@100MHz","TopLayer","INDC2012X105N","-155.2250","-14.7500","0","Inductor"
"OSC1","10-280MHz","TopLayer","OSC_SILICON-LAB_SI570","-160.7750","-15.3525","0","Any-Rate I2C Programmable XO Oscillator Si570 Serie"
"R220","4k7","TopLayer","RESC1005X40N","-159.4358","-22.1234","0","Resistor - 1%"
"R223","5k1","TopLayer","RESC1608X55N","-171.8500","-16.2500","270","Resistor - 1%"
"R225","10k","TopLayer","RESC1005X40N","-148.9442","38.9338","0","Resistor - 1%"
"C340","100nF","BottomLayer","CAPC0603X33N","-8.2000","7.5250","180","Non-polarised capacitor"
"R238","10k","TopLayer","RESC1005X40N","-158.0250","84.3750","180","Resistor - 1%"
"C454","22uF","TopLayer","CAPC3216X180N","-143.0528","15.5956","90","Non-polarised capacitor"
"C456","10uF","TopLayer","CAPC2012X135N","-107.5000","43.5000","180","Non-polarised capacitor"
"C466","10uF","TopLayer","CAPC2012X135N","-43.5000","-19.0500","90","Non-polarised capacitor"
"C467","10uF","TopLayer","CAPC2012X135N","-37.4750","-21.9250","270","Non-polarised capacitor"
"C469","1uF","BottomLayer","CAPC1608X87N","-34.1884","-15.7988","270","Non-polarised capacitor"
"C470","100nF","TopLayer","CAPC1005X55N","-35.4988","-18.5794","90","Non-polarised capacitor"
"C471","22uF","TopLayer","CAPC3216X180N","-29.1750","-7.4996","270","Non-polarised capacitor"
"C472","22uF","TopLayer","CAPC3216X180N","-31.4250","-7.4996","270","Non-polarised capacitor"
"C473","150uF","TopLayer","CAPMP7343X200N","-32.5250","-12.4000","0","Polarised capacitor"
"C474","22uF","TopLayer","CAPC3216X180N","-36.5750","-2.7000","270","Non-polarised capacitor"
"C475","1uF","TopLayer","CAPC1608X87N","-32.0000","-32.4250","90","Non-polarised capacitor"
"C476","100nF","TopLayer","CAPC0603X33N","-40.9600","-31.9760","90","Non-polarised capacitor"
"C525","10uF","TopLayer","CAPC2012X135N","-86.5550","-27.6000","90","Non-polarised capacitor"
"C526","1uF","TopLayer","CAPC1608X87N","-90.6000","-25.5000","270","Non-polarised capacitor"
"C527","100nF","TopLayer","CAPC1005X55N","-82.4538","-27.1294","90","Non-polarised capacitor"
"C528","150uF","TopLayer","CAPMP7343X200N","-85.9050","-20.9500","0","Polarised capacitor"
"C529","22uF","TopLayer","CAPC3216X180N","-83.8050","-16.0004","270","Non-polarised capacitor"
"C530","22uF","TopLayer","CAPC3216X180N","-81.5550","-16.0000","270","Non-polarised capacitor"
"C531","22uF","TopLayer","CAPC3216X180N","-86.0550","-15.9996","270","Non-polarised capacitor"
"C532","1uF","BottomLayer","CAPC1608X87N","-83.1000","-30.5750","0","Non-polarised capacitor"
"C533","10uF","TopLayer","CAPC2012X135N","-80.5300","-30.4750","270","Non-polarised capacitor"
"C534","22uF","BottomLayer","CAPC3216X180N","-82.5500","-32.4500","0","Non-polarised capacitor"
"C535","1uF","BottomLayer","CAPC1608X87N","-78.3800","-32.3250","90","Non-polarised capacitor"
"C536","10uF","TopLayer","CAPC2012X135N","-73.1300","-27.1250","90","Non-polarised capacitor"
"C537","1uF","BottomLayer","CAPC1608X87N","-77.3684","-24.4602","270","Non-polarised capacitor"
"C538","100nF","TopLayer","CAPC1005X55N","-78.5538","-27.1294","90","Non-polarised capacitor"
"C539","150uF","TopLayer","CAPMP7343X200N","-75.5800","-20.9500","0","Polarised capacitor"
"C543","1uF","TopLayer","CAPC1608X87N","-93.6700","106.5750","180","Non-polarised capacitor"
"C544","22uF","TopLayer","CAPC3216X180N","-91.3950","98.5750","270","Non-polarised capacitor"
"C545","22uF","BottomLayer","CAPC3216X180N","-89.0950","98.5750","270","Non-polarised capacitor"
"C546","22uF","TopLayer","CAPC3216X180N","-97.3450","98.1500","0","Non-polarised capacitor"
"C547","10nF","TopLayer","CAPC1005X55N","-98.1450","100.1500","0","Non-polarised capacitor"
"C548","100nF","TopLayer","CAPC0603X33N","-90.8700","104.4250","90","Non-polarised capacitor"
"L15","1.5uH","BottomLayer","IND_TDK_SPM6530","-75.0800","-19.0000","180","Inductor With Core"
"L16","1.5uH","BottomLayer","IND_TDK_SPM6530","-32.0250","-10.4500","180","Inductor With Core"
"LED10","Red","BottomLayer","LED_KINGBRIGHT_KPH-1608SURCK","-84.3970","21.2000","180","LED Red 1C 2A"
"R244","2k2","BottomLayer","RESC1005X40N","-80.1000","17.9000","180","Resistor - 1%"
"R246","10k","BottomLayer","RESC1005X40N","-82.2706","16.9164","270","Resistor - 1%"
"R247","1k5","TopLayer","RESC1608X55N","-38.9500","-16.8750","0","Resistor - 1%"
"R248","1k5","TopLayer","RESC1608X55N","-35.9500","-16.8750","180","Resistor - 1%"
"R255","10k","BottomLayer","RESC1005X40N","-34.1500","-23.2500","270","Resistor - 1%"
"R256","510","BottomLayer","RESC1005X40N","-38.3794","-0.2032","90","Resistor - 1%"
"R257","0R002","TopLayer","RES_VISHAY_WSK2512_0R005-0R2","-31.3250","-2.3000","180","Power and Current Sensing Resistor"
"R258","0","BottomLayer","RESC1005X40N","-33.2250","-23.2500","90","Resistor - 1%"
"R259","5k1","TopLayer","RESC1608X55N","-34.5000","-23.0000","90","Resistor - 1%"
"R260","1k8","TopLayer","RESC1608X55N","-30.6250","-22.1250","0","Resistor - 1%"
"R261","1k8","TopLayer","RESC1608X55N","-42.1030","-32.1030","270","Resistor - 1%"
"R262","453","TopLayer","RESC1608X55N","-32.8750","-20.8500","90","Resistor - 0.1%"
"R263","453","TopLayer","RESC1608X55N","-44.1500","-30.3500","270","Resistor - 0.1%"
"R264","10k","TopLayer","RESC1005X40N","-95.8200","100.8750","90","Resistor - 1%"
"IC43","TPS53126RGET","BottomLayer","QFN50P400X400X100-25N-S255","-80.5038","-27.3794","270","Dual Synchronous Step-Down Controller For Low Voltage Power Rails"
"LED2","GREEN","TopLayer","LED_AVAGO_HSME-C120rev","-173.5250","108.4500","270","LED Green Avago C120"
"LED1","BLUE","TopLayer","LED_AVAGO_HSME-C120rev","-167.5750","-32.8250","270","LED Blue Avago C120"
"C508","100nF","BottomLayer","CAPC0603X33N","-23.8252","-12.2174","0","Non-polarised capacitor"
"C510","100nF","BottomLayer","CAPC0603X33N","-25.4762","-10.5664","270","Non-polarised capacitor"
"C540","22uF","TopLayer","CAPC3216X180N","-73.4800","-15.9250","270","Non-polarised capacitor"
"C541","22uF","TopLayer","CAPC3216X180N","-71.2300","-15.9246","270","Non-polarised capacitor"
"C542","22uF","TopLayer","CAPC3216X180N","-75.7300","-15.9246","270","Non-polarised capacitor"
"C20","100nF","TopLayer","CAPC0603X33N","-168.9750","81.8000","270","Non-polarised capacitor"
"C398","100nF","TopLayer","CAPC0603X33N","-154.1616","27.6034","270","Non-polarised capacitor"
"R298","10","TopLayer","RESC1005X40N","-151.6888","18.7960","0","Resistor - 1%"
"R303","10","TopLayer","RESC1005X40N","-141.0970","20.7772","270","Resistor - 1%"
"R294","10","TopLayer","RESC1005X40N","-143.1798","31.2420","270","Resistor - 1%"
"R304","10","TopLayer","RESC1005X40N","-151.7142","31.0642","180","Resistor - 1%"
"R291","10","TopLayer","RESC1005X40N","-140.6398","27.9654","180","Resistor - 1%"
"Q12","BC847B","BottomLayer","SOT95P230X110-3N","-81.1570","20.3098","180","NPN Transistor"
"R307","2k2","BottomLayer","RESC1005X40N","-76.0730","21.2852","180","Resistor - 1%"
"R308","2k2","BottomLayer","RESC1005X40N","-78.8416","20.9042","90","Resistor - 1%"
"C767","100nF","TopLayer","CAPC0603X33N","-156.5402","-18.7706","0","Non-polarised capacitor"
"R25","5k1","TopLayer","RESC1608X55N","-149.5298","-18.3388","180","Resistor - 1%"
"R26","5k1","TopLayer","RESC1608X55N","-151.7000","-22.9750","0","Resistor - 1%"
"J1","Advanced TCA","BottomLayer","TYCO_6469081-1","-14.2000","61.1000","0","Connector 60 ATCA Female 30 Pairs (60 Signals) + 3x10 Ground"
"J12","","BottomLayer","TYCO_5120913-1","-20.0000","103.9999","0","Single Pin Female"
"Q13","IRF9317TRPBF","TopLayer","SOIC127P600X175-8N","-14.7450","41.0450","0","-30V -16A P-Channel HEXFET® Power MOSFET"
"Q14","BSS138LT1G","TopLayer","SOT95P240X110-3N","-23.0000","45.3750","270","N-CHANNEL MOSFET WITH DIODE"
"R122","10k","TopLayer","RESC1005X40N","-19.8374","43.1292","0","Resistor - 1%"
"R305","10k","TopLayer","RESC1005X40N","-23.0500","47.8500","0","Resistor - 1%"
"R320","100k","TopLayer","RESC3216X65N","-33.3500","104.0000","90","Resistor - 1%"
"R321","100k","TopLayer","RESC3216X65N","-32.3500","107.5000","0","Resistor - 1%"
