Altium Designer Pick and Place Locations
C:\Users\PS\Documents\CTI\AFC4\OH\afc\circuit_board\Project Outputs for AMC_FMC_Carrier v4\Pick Place\Pick Place for AMC_FMC_Carrier_v4(LNLS_FOFB).csv

========================================================================================================================
File Design Information:

Date:       27.08.21
Time:       10:51
Revision:   Not in VersionControl
Variant:    LNLS_FOFB
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"R435","0","TopLayer","RESC1005X40N","-134.2644","60.2742","270","Resistor"
"R434","0","TopLayer","RESC1005X40N","-135.2357","60.2844","270","Resistor"
"R433","0","TopLayer","RESC1005X40N","-130.0734","58.9026","180","Resistor"
"R432","2k2","TopLayer","RESC1005X40N","-130.1242","60.3250","90","Resistor - 1%"
"R431","2k2","TopLayer","RESC1005X40N","-132.2070","60.4266","90","Resistor - 1%"
"R430","10k","TopLayer","RESC1005X40N","-129.0320","68.1990","180","Resistor - 1%"
"R429","10k","TopLayer","RESC1005X40N","-129.0320","67.2084","180","Resistor - 1%"
"R428","10k","TopLayer","RESC1005X40N","-129.4130","66.2178","180","Resistor - 1%"
"R427","10k","TopLayer","RESC1005X40N","-129.4130","65.2272","180","Resistor - 1%"
"R426","10k","TopLayer","RESC1005X40N","-129.2860","63.0174","90","Resistor - 1%"
"R425","10k","TopLayer","RESC1005X40N","-130.2766","63.0174","90","Resistor - 1%"
"R424","10k","TopLayer","RESC1005X40N","-132.1054","62.3570","90","Resistor - 1%"
"R423","10k","TopLayer","RESC1005X40N","-133.0960","62.3570","90","Resistor - 1%"
"R422","0","TopLayer","RESC1005X40N","-133.8834","71.8820","270","Resistor"
"R421","10k","TopLayer","RESC1005X40N","-138.2522","64.1096","0","Resistor - 1%"
"R420","0","TopLayer","RESC1005X40N","-134.8486","71.3486","270","Resistor"
"R419","10k","TopLayer","RESC1005X40N","-138.2522","65.0494","0","Resistor - 1%"
"R418","0","TopLayer","RESC1005X40N","-129.9972","69.3674","180","Resistor"
"R417","2k2","TopLayer","RESC1005X40N","-135.5344","69.9262","0","Resistor - 1%"
"R416","10k","TopLayer","RESC1005X40N","-139.1920","66.2178","0","Resistor - 1%"
"R415","10k","TopLayer","RESC1005X40N","-139.1920","67.1830","0","Resistor - 1%"
"R414","10k","TopLayer","RESC1005X40N","-138.2776","68.3260","0","Resistor - 1%"
"R413","10k","TopLayer","RESC1005X40N","-138.2776","69.2912","0","Resistor - 1%"
"R412","2k2","TopLayer","RESC1005X40N","-130.5052","71.4756","90","Resistor - 1%"
"R411","2k2","TopLayer","RESC1005X40N","-131.8006","71.4756","90","Resistor - 1%"
"R410","0","TopLayer","RESC1005X40N","-138.7094","62.6618","90","Resistor"
"R405","33k2","TopLayer","RESC1608X55N","-167.7500","79.7500","270","Resistor - 0.1%"
"R404","33k2","TopLayer","RESC1608X55N","-162.9918","78.0034","90","Resistor - 0.1%"
"R400","0","TopLayer","RESC1005X40N","-155.8036","21.1836","90","Resistor"
"R399","0","TopLayer","RESC1005X40N","-154.8892","21.1836","90","Resistor"
"R398","0","TopLayer","RESC1005X40N","-147.3708","13.8176","180","Resistor"
"R397","0","TopLayer","RESC1005X40N","-168.5290","21.4630","90","Resistor"
"R396","0","TopLayer","RESC1005X40N","-147.3738","12.7440","180","Resistor"
"R395","0","TopLayer","RESC1005X40N","-153.5938","17.3990","0","Resistor"
"R394","0","TopLayer","RESC1005X40N","-148.9710","8.6614","180","Resistor"
"R382","49R9","TopLayer","RESC1005X40N","-158.0896","-8.0518","90","Resistor - 1%"
"R381","4k7","TopLayer","RESC1005X40N","-162.4838","-1.3970","180","Resistor - 1%"
"R380","4k7","TopLayer","RESC1005X40N","-160.8582","-10.4140","0","Resistor - 1%"
"R379","5k1","TopLayer","RESC1608X55N","-167.6146","-0.4064","180","Resistor - 1%"
"R350","0R002","BottomLayer","RES_VISHAY_WSK2512_0R005-0R2","-46.3296","-29.7942","90","Power and Current Sensing Resistor"
"R348","0","TopLayer","RESC1005X40N","-148.9710","7.6708","180","Resistor"
"R347","2k2","TopLayer","RESC1005X40N","-164.4948","21.4691","90","Resistor - 1%"
"R342","10k","TopLayer","RESC1005X40N","-163.0953","26.2562","180","Resistor - 1%"
"R341","10k","TopLayer","RESC1005X40N","-164.6884","25.1087","180","Resistor - 1%"
"R339","10k","TopLayer","RESC1005X40N","-165.7090","22.8310","90","Resistor - 1%"
"R338","10k","TopLayer","RESC1005X40N","-165.1934","11.2638","0","Resistor - 1%"
"R337","2k2","TopLayer","RESC1005X40N","-165.1398","10.2431","0","Resistor - 1%"
"R336","10k","TopLayer","RESC1005X40N","-154.3304","-25.2096","270","Resistor - 1%"
"R335","0R47","BottomLayer","RESC3216X65N","-41.7576","-25.8826","180","Resistor - 1%"
"R334","12k","TopLayer","RESC1005X40N","-165.1118","14.9832","0","Resistor - 1%"
"R333","10k","TopLayer","RESC1005X40N","-157.0736","7.6200","180","Resistor - 1%"
"R332","10k","TopLayer","RESC1005X40N","-158.1531","5.2959","90","Resistor - 1%"
"R331","10k","TopLayer","RESC1005X40N","-163.3982","7.5184","270","Resistor - 1%"
"R330","10k","TopLayer","RESC1005X40N","-163.3982","5.2578","90","Resistor - 1%"
"R329","10k","TopLayer","RESC1005X40N","-160.3756","3.7084","180","Resistor - 1%"
"R319","10k","TopLayer","RESC1005X40N","-126.7236","-18.0916","0","Resistor - 1%"
"R318","100","TopLayer","RESC0603X28N","-66.9291","53.5432","270","Resistor - 1%"
"R306","10k","TopLayer","RESC1005X40N","-126.7206","-17.0942","0","Resistor - 1%"
"R302","10k","TopLayer","RESC1005X40N","-20.2946","41.7322","90","Resistor - 1%"
"R301","10k","TopLayer","RESC1005X40N","-128.6002","25.6032","270","Resistor - 1%"
"R300","10k","TopLayer","RESC1005X40N","-125.3266","-15.1960","180","Resistor - 1%"
"R299","0","TopLayer","RESC1005X40N","-120.4340","49.7332","180","Resistor"
"R297","10k","TopLayer","RESC1005X40N","-131.6736","90.5256","90","Resistor - 1%"
"R276","10k","TopLayer","RESC1005X40N","-48.6918","-3.2258","270","Resistor - 1%"
"R275","10k","BottomLayer","RESC1005X40N","-51.6000","-3.8750","270","Resistor - 1%"
"R274","10k","TopLayer","RESC1005X40N","-50.5206","0.8890","0","Resistor - 1%"
"R265","10k","TopLayer","RESC1005X40N","-134.5946","62.3570","90","Resistor - 1%"
"R242","10k","TopLayer","RESC1005X40N","-139.3190","37.3888","0","Resistor - 1%"
"R241","10k","TopLayer","RESC1005X40N","-143.6878","36.6014","180","Resistor - 1%"
"R240","10k","TopLayer","RESC1005X40N","-95.9866","-21.4376","0","Resistor - 1%"
"R237","10k","TopLayer","RESC1005X40N","-146.3040","40.1320","0","Resistor - 1%"
"R236","10k","TopLayer","RESC1005X40N","-96.4184","-20.0152","270","Resistor - 1%"
"R235","0","TopLayer","RESC1005X40N","-150.7490","37.2110","90","Resistor"
"R234","0","TopLayer","RESC1005X40N","-159.5628","43.4848","90","Resistor"
"R233","0","TopLayer","RESC1005X40N","-160.5280","43.4848","90","Resistor"
"R232","0","TopLayer","RESC1005X40N","-164.6428","35.4076","180","Resistor"
"R231","10k","TopLayer","RESC1005X40N","-161.4932","43.4848","90","Resistor - 1%"
"R230","0","TopLayer","RESC1005X40N","-154.8130","37.3126","0","Resistor"
"R227","0","TopLayer","RESC1005X40N","-152.2730","34.4932","0","Resistor"
"R226","0","TopLayer","RESC1005X40N","-164.1856","38.3286","90","Resistor"
"R221","10k","TopLayer","RESC1005X40N","-156.3370","31.9278","0","Resistor - 1%"
"R217","10k","TopLayer","RESC1005X40N","-164.6428","33.4772","180","Resistor - 1%"
"R213","1M","BottomLayer","RESC5025X65N","-32.0548","104.8766","90","Resistor - 1%"
"R209","0","TopLayer","RESC1005X40N","-152.6032","33.0708","90","Resistor"
"R207","10k","TopLayer","RESC1005X40N","-154.8130","35.2806","180","Resistor - 1%"
"R165","10k","TopLayer","RESC1005X40N","-154.8130","38.2778","180","Resistor - 1%"
"R157","0","TopLayer","RESC1005X40N","-137.2108","8.2804","180","Resistor"
"R155","0","TopLayer","RESC1005X40N","-119.6594","-20.4088","270","Resistor"
"R154","0","TopLayer","RESC1005X40N","-119.6594","-22.3140","90","Resistor"
"R151","0","TopLayer","RESC1005X40N","-133.4262","8.2296","0","Resistor"
"R150","100","TopLayer","RESC0603X28N","-64.9477","52.5780","90","Resistor - 1%"
"R149","10k","TopLayer","RESC1005X40N","-125.3236","-16.1544","180","Resistor - 1%"
"R148","240","TopLayer","RESC1005X40N","-124.1298","-17.8308","90","Resistor - 1%"
"R147","10k","TopLayer","RESC1005X40N","-135.5852","62.3570","90","Resistor - 1%"
"R146","10k","TopLayer","RESC1005X40N","-159.8500","39.6500","270","Resistor - 1%"
"R141","10k","TopLayer","RESC1005X40N","-127.3810","-9.5758","0","Resistor - 1%"
"R140","10k","TopLayer","RESC1005X40N","-160.0708","48.9204","180","Resistor - 1%"
"R139","0","TopLayer","RESC1005X40N","-164.6174","36.7030","0","Resistor"
"R138","10k","TopLayer","RESC1005X40N","-165.5826","48.8442","90","Resistor - 1%"
"R136","2k2","TopLayer","RESC1005X40N","-166.3700","46.8884","180","Resistor - 1%"
"R134","2k4","TopLayer","RESC1005X40N","-153.9240","25.6286","270","Resistor - 1%"
"R133","10k","TopLayer","RESC1005X40N","-153.9240","23.0378","270","Resistor - 1%"
"R127","3k3","TopLayer","RESC1608X55N","-131.6482","77.2668","180","Resistor - 1%"
"R126","10k","TopLayer","RESC1005X40N","-134.0866","78.4860","270","Resistor - 1%"
"R123","240","TopLayer","RESC1005X40N","-122.7074","-17.8054","180","Resistor - 1%"
"R121","10k","TopLayer","RESC1005X40N","-136.9822","60.2488","270","Resistor - 1%"
"R120","10k","TopLayer","RESC1005X40N","-74.0156","2.2352","270","Resistor - 1%"
"R119","10k","TopLayer","RESC1005X40N","-83.8454","-7.2136","90","Resistor - 1%"
"R118","0","TopLayer","RESC1005X40N","-154.8130","33.1978","180","Resistor"
"R68","0R002","TopLayer","RES_VISHAY_WSK2512_0R005-0R2","-15.6210","45.8216","180","Power and Current Sensing Resistor"
"R67","10k","BottomLayer","RESC1005X40N","-12.7254","34.2900","0","Resistor - 1%"
"R60","0","TopLayer","RESC1005X40N","-154.7876","36.2458","180","Resistor"
"R56","0","TopLayer","RESC1005X40N","-164.6428","34.4424","0","Resistor"
"R52","100k","BottomLayer","RESC1005X40N","-12.1412","40.4368","270","Resistor - 1%"
"R44","2k","TopLayer","RESC1608X55N","-81.3460","4.6000","0","Resistor - 1%"
"R36","10k","BottomLayer","RESC1005X40N","-13.5636","39.9542","180","Resistor - 1%"
"R35","0","TopLayer","RESC1005X40N","-134.2644","85.4456","0","Resistor"
"R34","10k","TopLayer","RESC1005X40N","-134.2898","83.6422","180","Resistor - 1%"
"R33","10k","TopLayer","RESC1005X40N","-136.1440","85.4456","180","Resistor - 1%"
"R32","100","TopLayer","RESC1005X40N","-139.8270","86.0044","180","Resistor - 1%"
"R31","10k","TopLayer","RESC1005X40N","-139.8270","85.0392","0","Resistor - 1%"
"R30","10k","TopLayer","RESC1005X40N","-162.8902","40.1320","180","Resistor - 1%"
"R1","0","TopLayer","RESC1005X40N","-163.9062","47.2440","270","Resistor"
"Q16","BC847B","TopLayer","SOT95P230X110-3N","-167.9956","49.3522","180","NPN Transistor"
"X2","12MHz","TopLayer","XTAL_TXC_7M","-168.4328","16.4340","90","Crystal 4 pins 1=XTAL Control 2=GND3=XTAL 4=GND"
"FB28","120R@100MHz","TopLayer","INDC1608X65N","-168.9970","10.4143","0",""
"FB27","120R@100MHz","TopLayer","INDC1608X65N","-168.9498","12.0087","0",""
"FB26","120R@100MHz","TopLayer","INDC1608X65N","-165.1235","7.2190","270",""
"FB29","220R@100MHz","TopLayer","INDC2012X105N","-159.2834","0.5334","0","Inductor"
"J8","Micro-USB AB 2.0","TopLayer","HIROSE_ZX62RD-AB-5P8","-175.7549","27.1018","270","5 Pin + 1 Shield USB Receptacle"
"IC85","NB6N11SMNG","TopLayer","QFN50P300X300X100-17N-S185","-138.2782","17.5140","270","3.3V 1:2 AnyLevel Input to LVDS Fanout Buffer / Translator"
"IC83","NB6N11SMNG","TopLayer","QFN50P300X300X100-17N-S185","-140.5770","10.9226","270","3.3V 1:2 AnyLevel Input to LVDS Fanout Buffer / Translator"
"IC75","NC7SZ157P6X","TopLayer","SOT65P210X110-6N","-140.8684","33.4264","0","TinyLogic® UHS 2-Input Non-Inverting Multiplexer"
"IC73","8V54816ANLG","TopLayer","QFN40P1200X1200X90-101N-S690","-135.2486","-4.1976","0","16-Port, Bi-directional M-LVDS Clock Cross-Point Switch"
"IC72","NC7SZ157P6X","TopLayer","SOT65P210X110-6N","-144.6276","34.7472","0","TinyLogic® UHS 2-Input Non-Inverting Multiplexer"
"IC71","AT24C64D-SSHM-T","TopLayer","SOIC127P600X175-8N","-173.2816","77.0586","0","64K (8192 x 8), I2C-Compatible (2-Wire) Serial EEPROM"
"IC39","PCA9306DCTR","TopLayer","SOP65P400X130-8N","-168.0464","-7.0612","90","Dual Bidirectional I2C Bus And SMBus Voltage-Level Translator"
"IC66","MCP23016-I/SO","TopLayer","SOIC127P1030X265-28N","-129.7224","-27.3970","270","16-bit I/O I2C I/O Expander"
"IC65","MT25QL256ABA8ESF-0AAT","TopLayer","SOIC127P1030X265-16N","-147.4978","24.7904","0","256Mbit (32MB), 2.7V-3.6V, Multiple I/O Serial NOR Flash Memory,with Reset# & Hold#"
"IC63","TCA9548ARGER","TopLayer","QFN50P400X400X100-25N-S220","-133.6748","56.6870","0","Low Voltage 8-Channel I2C Switch With Reset"
"IC62","TCA9548ARGER","TopLayer","QFN50P400X400X100-25N-S220","-133.6362","66.7542","0","Low Voltage 8-Channel I2C Switch With Reset"
"IC60","M93C46-WMN6TP","TopLayer","SOIC127P600X175-8N","-160.0053","22.8519","0","2.5 to 5.5 V, 1Kb (128x8) Serial Microwire Bus EEPROM"
"IC56","SN74AVC2T245RSWR","TopLayer","QFN40P140X180X55-10N","-156.0703","5.7404","90","Dual-Bit Dual-Supply Bus Transceiver With Configurable Voltage Translation and 3-State Outputs"
"IC54","TL431ACDBZT","TopLayer","SOT95P237X112-3N","-174.7082","-16.7996","180","Precision Reference 1=Cathode 2=Adj 3=Anode"
"IC52","FIN1101K8X","TopLayer","SOP50P310X90-8N","-121.1000","-12.3250","225","LVDS Single Port High Speed Repeater"
"IC51","NB6N11SMNG","TopLayer","QFN50P300X300X100-17N-S185","-135.3860","10.9226","270","3.3V 1:2 AnyLevel Input to LVDS Fanout Buffer / Translator"
"IC50","FIN1101K8X","TopLayer","SOP50P310X90-8N","-132.9908","-15.4432","270","LVDS Single Port High Speed Repeater"
"IC49","NC7SZ157P6X","TopLayer","SOT65P210X110-6N","-148.3838","36.0748","0","TinyLogic® UHS 2-Input Non-Inverting Multiplexer"
"IC47","SN74LV541APWR","TopLayer","SOP65P640X120-20N","-153.8871","42.1201","0","Octal Buffer/Line Driver with 3-State Outputs"
"IC46","SN74CB3T3257PW","TopLayer","SOP65P640X120-16N","-159.7116","35.7202","180","4-BIT 1-OF-2 FET Multiplexer/Demultiplexer 2.5V/3.3V Low-Voltage Bus Switch 5V Tolerant Shifter"
"IC21","FT4232H-56Q","TopLayer","QFN50P800X800X100-57N-S620","-159.1952","14.3132","0","Quad High Speed USB to Multipurpose UART/MPSSE IC"
"IC20","SN74AVC2T245RSWR","TopLayer","QFN40P140X180X55-10N","-161.3408","5.7404","90","Dual-Bit Dual-Supply Bus Transceiver With Configurable Voltage Translation and 3-State Outputs"
"IC19","MIC5219-3.3YM5","TopLayer","SOT95P280X145-5N","-168.0844","5.4726","180","500mA Peak Output LDO Regulator"
"IC13","TXS0104EPW","TopLayer","SOP65P640X120-14N","-134.4894","27.6398","180","4-Bit Bidirectional Voltage-Level Translator For Open-Drain And Push-Pull Applications"
"IC8","INA3221AIRGV","TopLayer","QFN65P400X400X100-17N-S225","-58.9534","-3.0734","0","Triple-Channel, High-Side Measurement, Shunt and Bus Voltage Monitor With I2C and SMBUS-Compatible Interface"
"IC7","INA3221AIRGV","TopLayer","QFN65P400X400X100-17N-S225","-52.7148","-2.2648","0","Triple-Channel, High-Side Measurement, Shunt and Bus Voltage Monitor With I2C and SMBUS-Compatible Interface"
"IC6","INA3221AIRGV","TopLayer","QFN65P400X400X100-17N-S225","-23.1550","-18.4362","180","Triple-Channel, High-Side Measurement, Shunt and Bus Voltage Monitor With I2C and SMBUS-Compatible Interface"
"IC3","TPS3808G33DBVT","TopLayer","SOT95P280X145-6N","-133.3392","87.7653","0","Low Quiescent Current, Programmable-Delay Supervisory Circuit"
"FB8","60R@100MHz","TopLayer","INDC4516X180N","-50.3682","62.2300","90",""
"FB7","60R@100MHz","TopLayer","INDC4516X180N","-89.8652","65.2526","0",""
"FB6","60R@100MHz","TopLayer","INDC4516X180N","-89.7890","56.3118","90",""
"FB5","60R@100MHz","TopLayer","INDC4516X180N","-47.4980","69.4690","180",""
"F4","100mA-15V","BottomLayer","FUSR_LITTELFUSE_0805L010","-15.9004","45.7454","90","Fuse"
"F3","2.5A-16V","TopLayer","FUSR_BOURNS_MF-MSMF_STYLE2","-22.6500","-3.7000","180","Fuse"
"F2","100mA-15V","TopLayer","FUSR_LITTELFUSE_0805L010","-126.4920","11.1506","0","Fuse"
"F1","100mA-15V","TopLayer","FUSR_LITTELFUSE_0805L010","-121.7422","83.9216","90","Fuse"
"D29","BAT165","TopLayer","SOD2512X110N","-26.1620","-32.6390","0","Schottky Diode"
"D28","SS16","TopLayer","DIOM5127X229N","-38.1508","23.2918","0","Schottky Diode"
"D26","PRTR5V0U2X","TopLayer","SOT190P230X110-4N","-173.2171","13.9038","180","Ultra Low Capacitance Double Rail-to-Rail ESD Protection Diode"
"D25","BAT165","TopLayer","SOD2512X110N","-138.4554","35.9410","0","Schottky Diode"
"D24","BAT165","TopLayer","SOD2512X110N","-141.7828","37.5666","90","Schottky Diode"
"D23","BAT165","TopLayer","SOD2512X110N","-97.8916","-19.8628","270","Schottky Diode"
"D22","BAT165","TopLayer","SOD2512X110N","-145.4150","38.7350","0","Schottky Diode"
"D21","ESD8351XV2T1G","TopLayer","SODFL1608X65N","-91.9480","-28.9052","270","ESD protection diode"
"D20","ESD8351XV2T1G","TopLayer","SODFL1608X65N","-93.8276","-29.2100","0","ESD protection diode"
"D19","ESD8351XV2T1G","TopLayer","SODFL1608X65N","-94.0420","-27.2034","0","ESD protection diode"
"D18","ESD8351XV2T1G","TopLayer","SODFL1608X65N","-101.1936","-24.4714","90","ESD protection diode"
"D17","ESD8351XV2T1G","TopLayer","SODFL1608X65N","-102.6160","-24.5222","90","ESD protection diode"
"D16","PESD3V3S1UB","TopLayer","SODFL1608X65N","-97.4344","-16.5608","90","ESD protection diode"
"D15","BAT165","TopLayer","SOD2512X110N","-159.5344","46.4126","270","Schottky Diode"
"D14","BAT165","TopLayer","SOD2512X110N","-161.4932","46.4058","270","Schottky Diode"
"D13","ESD8351XV2T1G","BottomLayer","SODFL1608X65N","-12.1920","-27.9146","180","ESD protection diode"
"D12","ESD8351XV2T1G","BottomLayer","SODFL1608X65N","-9.6012","-27.5082","180","ESD protection diode"
"D11","ESD8351XV2T1G","BottomLayer","SODFL1608X65N","-9.5504","-29.2354","180","ESD protection diode"
"D10","ESD8351XV2T1G","BottomLayer","SODFL1608X65N","-14.7208","-28.7528","180","ESD protection diode"
"D9","ESD8351XV2T1G","TopLayer","SODFL1608X65N","-17.9070","-33.7566","180","ESD protection diode"
"D7","SK26A","BottomLayer","DIOM5126X265N","-34.8742","-30.5054","270","Schottky Diode"
"D6","PESD3V3S1UB","TopLayer","SODFL1608X65N","-133.9342","80.6958","270","ESD protection diode"
"D5","BAT165","TopLayer","SOD2512X110N","-136.4996","87.9600","270","Schottky Diode"
"D1","PESD3V3S1UB","TopLayer","SODFL1608X65N","-139.5984","87.0712","0","ESD protection diode"
"C855","100nF","TopLayer","CAPC0603X33N","-150.7236","9.7282","180","Non-polarised capacitor"
"C847","100nF","TopLayer","CAPC0603X33N","-158.1912","-2.8194","90","Non-polarised capacitor"
"C846","1uF","TopLayer","CAPC1608X87N","-159.3342","-1.2954","180","Non-polarised capacitor"
"C842","100nF","TopLayer","CAPC0603X33N","-135.6106","17.0180","90","Non-polarised capacitor"
"C766","100nF","TopLayer","CAPC0603X33N","-133.4262","60.1218","90","Non-polarised capacitor"
"C762","100nF","TopLayer","CAPC0603X33N","-133.3754","70.2056","90","Non-polarised capacitor"
"C623","100nF","TopLayer","CAPC0603X33N","-170.4594","24.0030","90","Non-polarised capacitor"
"C622","10uF","TopLayer","CAPC1608X87N","-165.4088","13.4783","0","Non-polarised capacitor"
"C621","100nF","TopLayer","CAPC0603X33N","-165.5568","12.2220","0","Non-polarised capacitor"
"C620","100nF","TopLayer","CAPC0603X33N","-20.0914","-16.4338","90","Non-polarised capacitor"
"C619","100nF","TopLayer","CAPC0603X33N","-165.0335","15.7979","0","Non-polarised capacitor"
"C618","100nF","TopLayer","CAPC0603X33N","-55.7530","-4.2164","270","Non-polarised capacitor"
"C617","10uF","TopLayer","CAPC1608X87N","-169.0206","13.5942","0","Non-polarised capacitor"
"C574","100nF","TopLayer","CAPC0603X33N","-152.2730","9.7282","0","Non-polarised capacitor"
"C572","22pF","TopLayer","CAPC1005X55N","-171.1296","16.2625","270","Non-polarised capacitor"
"C571","22pF","TopLayer","CAPC1005X55N","-168.6993","18.7396","0","Non-polarised capacitor"
"C570","10uF","TopLayer","CAPC1608X87N","-166.1158","19.9865","90","Non-polarised capacitor"
"C569","100nF","TopLayer","CAPC0603X33N","-165.3314","9.1492","0","Non-polarised capacitor"
"C568","100nF","TopLayer","CAPC0603X33N","-155.2702","7.4930","180","Non-polarised capacitor"
"C567","100nF","TopLayer","CAPC0603X33N","-160.1216","7.4930","180","Non-polarised capacitor"
"C524","100nF","TopLayer","CAPC0603X33N","-153.4667","15.4923","180","Non-polarised capacitor"
"C523","10uF","TopLayer","CAPC1608X87N","-165.0844","3.9044","90","Non-polarised capacitor"
"C522","22uF","TopLayer","CAPMP3216X180N","-173.0491","10.8188","180","Polarised capacitor"
"C521","100nF","TopLayer","CAPC0603X33N","-153.3891","18.2748","180","Non-polarised capacitor"
"C520","100nF","TopLayer","CAPC0603X33N","-164.9654","17.9813","0","Non-polarised capacitor"
"C519","1uF","TopLayer","CAPC1005X55N","-153.2171","12.0721","0","Non-polarised capacitor"
"C518","100nF","TopLayer","CAPC0603X33N","-159.0760","19.3707","180","Non-polarised capacitor"
"C517","100nF","TopLayer","CAPC0603X33N","-153.4686","14.5275","180","Non-polarised capacitor"
"C516","100nF","TopLayer","CAPC0603X33N","-156.8430","19.4203","0","Non-polarised capacitor"
"C515","100nF","TopLayer","CAPC0603X33N","-161.9250","8.8646","90","Non-polarised capacitor"
"C513","100nF","TopLayer","CAPC0603X33N","-164.9357","17.0283","0","Non-polarised capacitor"
"C511","100nF","TopLayer","CAPC0603X33N","-153.2405","11.0370","180","Non-polarised capacitor"
"C509","100nF","TopLayer","CAPC0603X33N","-62.0014","-3.7338","90","Non-polarised capacitor"
"C468","100nF","TopLayer","CAPC0603X33N","-127.0254","-16.2306","180","Non-polarised capacitor"
"C459","100nF","TopLayer","CAPC0603X33N","-126.6444","-15.0876","90","Non-polarised capacitor"
"C457","100nF","TopLayer","CAPC0603X33N","-170.8000","80.2000","180","Non-polarised capacitor"
"C453","33pF","TopLayer","CAPC1005X55N","-129.0320","-20.9804","180","Non-polarised capacitor"
"C419","100nF","TopLayer","CAPC0603X33N","-160.7312","-21.2598","270","Non-polarised capacitor"
"C389","100nF","TopLayer","CAPC0603X33N","-169.0370","-3.5560","270","Non-polarised capacitor"
"C432","100nF","TopLayer","CAPC1005X55N","-28.6766","-33.1470","270","Non-polarised capacitor"
"C431","100nF","BottomLayer","CAPC1005X55N","-50.0888","-31.6484","0","Non-polarised capacitor"
"C430","47uF","BottomLayer","CAPC3216X180N","-44.3992","-23.5204","180","Non-polarised capacitor"
"C429","100nF","TopLayer","CAPC1005X55N","-19.3294","41.7322","90","Non-polarised capacitor"
"C428","100nF","TopLayer","CAPC1005X55N","-128.9812","27.4828","90","Non-polarised capacitor"
"C420","100nF","TopLayer","CAPC1005X55N","-130.6830","89.3572","90","Non-polarised capacitor"
"C417","100nF","TopLayer","CAPC0603X33N","-131.8768","24.4602","180","Non-polarised capacitor"
"C416","100nF","TopLayer","CAPC0603X33N","-125.3998","-17.8054","270","Non-polarised capacitor"
"C414","100nF","TopLayer","CAPC1005X55N","-123.5750","-14.0250","315","Non-polarised capacitor"
"C412","100nF","TopLayer","CAPC0603X33N","-132.3848","10.1854","180","Non-polarised capacitor"
"C410","100nF","BottomLayer","CAPC1005X55N","-13.5636","40.8940","180","Non-polarised capacitor"
"C407","100nF","TopLayer","CAPC0603X33N","-128.8719","-17.1032","0","Non-polarised capacitor"
"C406","10nF","TopLayer","CAPC1005X55N","-130.2512","86.6394","180","Non-polarised capacitor"
"C405","100nF","TopLayer","CAPC0603X33N","-128.8719","-17.8652","0","Non-polarised capacitor"
"C404","100nF","TopLayer","CAPC0603X33N","-137.9728","9.9568","90","Non-polarised capacitor"
"C391","100nF","TopLayer","CAPC0603X33N","-170.4594","-2.9718","180","Non-polarised capacitor"
"C399","100nF","TopLayer","CAPC0603X33N","-40.4622","65.4304","0","Non-polarised capacitor"
"C397","100nF","TopLayer","CAPC0603X33N","-40.4368","66.0908","0","Non-polarised capacitor"
"C396","100nF","BottomLayer","CAPC0603X33N","-9.4264","29.8264","180","Non-polarised capacitor"
"C395","100nF","TopLayer","CAPC0603X33N","-138.6078","33.0708","90","Non-polarised capacitor"
"C394","100nF","TopLayer","CAPC0603X33N","-141.2494","35.1790","180","Non-polarised capacitor"
"C393","100nF","TopLayer","CAPC0603X33N","-146.0754","37.0586","270","Non-polarised capacitor"
"C218","100nF","BottomLayer","CAPC0603X33N","-9.4488","29.0576","180","Non-polarised capacitor"
"C217","100nF","TopLayer","CAPC0603X33N","-123.1194","-16.2814","180","Non-polarised capacitor"
"C216","100nF","TopLayer","CAPC0603X33N","-123.1266","-15.5194","180","Non-polarised capacitor"
"C213","100nF","TopLayer","CAPC0603X33N","-119.6310","-4.3366","0","Non-polarised capacitor"
"C212","100nF","TopLayer","CAPC0603X33N","-119.6340","-5.0800","0","Non-polarised capacitor"
"C211","100nF","TopLayer","CAPC1005X55N","-132.0308","-18.0594","180","Non-polarised capacitor"
"C88","100nF","TopLayer","CAPC0603X33N","-137.0838","24.4602","0","Non-polarised capacitor"
"C31","100nF","TopLayer","CAPC1005X55N","-99.6442","-18.2118","0","Non-polarised capacitor"
"C30","100nF","TopLayer","CAPC0603X33N","-149.6066","44.6960","90","Non-polarised capacitor"
"C29","100nF","TopLayer","CAPC0603X33N","-162.3060","32.5120","180","Non-polarised capacitor"
"IC24","MT41K512M8DA-107:P","BottomLayer","BGA78C80P9X13_800X1050X120","-72.2848","101.1503","0","1.35V, 4Gb (512 Meg x 8) DDR3L SDRAM"
"IC16","MT41K512M8DA-107:P","BottomLayer","BGA78C80P9X13_800X1050X120","-61.3758","101.1512","0","1.35V, 4Gb (512 Meg x 8) DDR3L SDRAM"
"IC26","MT41K512M8DA-107:P","BottomLayer","BGA78C80P9X13_800X1050X120","-50.5596","101.1636","0","1.35V, 4Gb (512 Meg x 8) DDR3L SDRAM"
"IC15","MT41K512M8DA-107:P","BottomLayer","BGA78C80P9X13_800X1050X120","-39.7098","101.1632","0","1.35V, 4Gb (512 Meg x 8) DDR3L SDRAM"
