IC2;AN21;Tx213_1_P;C801;1;GTP6_TX_P;J2;e4;end
IC2;AN21;Tx213_1_P;C826;1;Tx14_P;P1;127;end
IC2;AN23;Tx213_3_P;C626;1;DP2.DP3_C2M_P;J15B;a30;end
IC2;AN23;Tx213_3_P;C809;1;GTP4_TX_P;J2;e6;end
IC2;AN23;Tx213_3_P;C834;1;Tx15_P;P1;133;end
IC2;AP13;Tx113_3_N;C222;1;PORT0.Tx0_N;C885;2;TxC0_N;J20;1;end
IC2;AP13;Tx113_3_N;C222;1;PORT0.Tx0_N;P1;12;end
IC2;AP13;Tx113_3_N;C331;1;PIPE2.Tx11_N;P1;108;end
IC2;AP15;Tx113_1_N;C323;1;PIPE2.Tx9_N;P1;96;end
IC2;AP15;Tx113_1_N;C514;2;PORT2.Tx2_N;P1;30;end
IC2;AP17;Tx113_0_N;C319;1;PIPE2.Tx8_N;P1;90;end
IC2;AP17;Tx113_0_N;C752;2;PORT3.Tx3_N;P1;36;end
IC2;AP19;Tx213_0_N;C199;1;DP2.DP0_C2M_N;J15B;c3;end
IC2;AP19;Tx213_0_N;C796;1;GTP5_TX_N;J2;f5;end
IC2;AP19;Tx213_0_N;C823;1;Tx12_N;P1;114;end
IC2;AP21;Tx213_1_N;C205;1;DP2.DP1_C2M_N;J15B;a23;end
IC2;AP21;Tx213_1_N;C802;1;GTP6_TX_N;J2;f4;end
IC2;AP21;Tx213_1_N;C827;1;Tx14_N;P1;126;end
IC2;AP23;Tx213_3_N;C628;1;DP2.DP3_C2M_N;J15B;a31;end
IC2;AP23;Tx213_3_N;C810;1;GTP4_TX_N;J2;f6;end
IC2;AP23;Tx213_3_N;C835;1;Tx15_N;P1;132;end
IC2;B13;Tx116_0_P;C194;1;DP1.DP3_C2M_P;J15A;a30;end
IC2;B13;Tx116_0_P;C777;1;GTP0_TX_P;J2;e10;end
IC2;B15;Tx116_2_P;C184;1;DP1.DP1_C2M_P;J15A;a22;end
IC2;B15;Tx116_2_P;C785;1;GTP2_TX_P;J2;e8;end
IC2;B17;Tx116_3_P;C178;1;DP1.DP0_C2M_P;J15A;c2;end
IC2;B17;Tx116_3_P;C789;1;GTP3_TX_P;J2;e7;end
IC2;B19;Tx216_3_P;C342;1;PIPE1.Tx7_P;P1;65;end
IC2;B21;Tx216_2_P;C346;1;PIPE1.Tx6_P;P1;59;end
IC2;B23;Tx216_0_P;C334;1;PIPE1.Tx4_P;P1;44;end
IC2;C14;Tx116_1_N;C191;1;DP1.DP2_C2M_N;J15A;a27;end
IC2;C14;Tx116_1_N;C782;1;GTP1_TX_N;J2;f9;end
IC2;C16;Rx116_2_N;C187;1;DP1.DP1_M2C_N;J15A;a3;end
IC2;C16;Rx116_2_N;C788;1;GTP2_RX_N;J2;d8;end
IC2;C18;Rx216_3_N;C345;1;PIPE1.Rx7_N;P1;69;end
IC2;C20;Rx216_1_N;C341;1;PIPE1.Rx5_N;P1;54;end
IC2;C22;Tx216_1_N;C339;1;PIPE1.Tx5_N;P1;51;end
IC2;D14;Tx116_1_P;C190;1;DP1.DP2_C2M_P;J15A;a26;end
IC2;D14;Tx116_1_P;C781;1;GTP1_TX_P;J2;e9;end
IC2;D16;Rx116_2_P;C186;1;DP1.DP1_M2C_P;J15A;a2;end
IC2;D16;Rx116_2_P;C787;1;GTP2_RX_P;J2;c8;end
IC2;D18;Rx216_3_P;C344;1;PIPE1.Rx7_P;P1;68;end
IC2;D20;Rx216_1_P;C340;1;PIPE1.Rx5_P;P1;53;end
IC2;D22;Tx216_1_P;C338;1;PIPE1.Tx5_P;P1;50;end
IC2;E13;Rx116_0_N;C197;1;DP1.DP3_M2C_N;J15A;a11;end
IC2;E13;Rx116_0_N;C780;1;GTP0_RX_N;J2;d10;end
IC2;E15;Rx116_1_N;C193;1;DP1.DP2_M2C_N;J15A;a7;end
IC2;E15;Rx116_1_N;C784;1;GTP1_RX_N;J2;d9;end
IC2;E17;Rx116_3_N;C181;1;DP1.DP0_M2C_N;J15A;c7;end
IC2;E17;Rx116_3_N;C793;1;GTP3_RX_N;J2;d7;end
IC2;E19;Rx216_2_N;C349;1;PIPE1.Rx6_N;P1;63;end
IC2;E21;Rx216_0_N;C337;1;PIPE1.Rx4_N;P1;48;end
IC2;F13;Rx116_0_P;C196;1;DP1.DP3_M2C_P;J15A;a10;end
IC2;F13;Rx116_0_P;C779;1;GTP0_RX_P;J2;c10;end
IC2;F15;Rx116_1_P;C192;1;DP1.DP2_M2C_P;J15A;a6;end
IC2;F15;Rx116_1_P;C783;1;GTP1_RX_P;J2;c9;end
IC2;F17;Rx116_3_P;C180;1;DP1.DP0_M2C_P;J15A;c6;end
IC2;F17;Rx116_3_P;C791;1;GTP3_RX_P;J2;c7;end
IC2;F19;Rx216_2_P;C348;1;PIPE1.Rx6_P;P1;62;end
IC2;F21;Rx216_0_P;C336;1;PIPE1.Rx4_P;P1;47;end
IC2;G14;MGT116_CLK1_N;C183;1;GBT1.GBTCLK0_M2C_N$;J15A;d5;end
IC2;G14;MGT116_CLK1_N;C839;1;MGT.FLEX_GTP116_CLK1_N$;IC83;2;end
IC2;G16;MGT116_CLK0_N;C189;1;GBT1.GBTCLK1_M2C_N$;J15A;b21;end
IC2;G16;MGT116_CLK0_N;C799;1;GTP0-3_CLK_IN_N;J2;b9;end
IC2;G18;MGT216_CLK0_N;C396;1;MGT.FCLK_GTP216_CLK0_N$;C815;1;FCLKA_N;P1;81;end
IC2;G20;MGT216_CLK1_N;C463;1;MGT.FLEX_GTP216_CLK1_N$;IC51;4;end
IC2;H14;MGT116_CLK1_P;C182;1;GBT1.GBTCLK0_M2C_P$;J15A;d4;end
IC2;H14;MGT116_CLK1_P;C838;1;MGT.FLEX_GTP116_CLK1_P$;IC83;1;end
IC2;H16;MGT116_CLK0_P;C188;1;GBT1.GBTCLK1_M2C_P$;J15A;b20;end
IC2;H16;MGT116_CLK0_P;C797;1;GTP0-3_CLK_IN_P;J2;a9;end
IC2;H18;MGT216_CLK0_P;C218;1;MGT.FCLK_GTP216_CLK0_P$;C776;1;FCLKA_P;P1;80;end
IC2;H20;MGT216_CLK1_P;C461;1;MGT.FLEX_GTP216_CLK1_P$;IC51;3;end
